id,penulis,judul,abstrak_id,abstrak_en,pembimbing_pertama,pembimbing_kedua,prodi
080211100044,Hendri Wahyudi Prayitno,PENGARUH KEPEMIMPINAN DAN KOMPENSASI TERHADAP KINERJA PEGAWAI DINAS PENDIDIKAN KABUPATEN SAMPANG,"Abstrak
Penelitian ini menggunakan metode kuantitatif, yang menekankan pada pengujian hipotesis. Variabel yang digunakan pada penelitian ini adalah kepemimpinan(X1), kompensasi (X2). Penelitian ini dilaksanakan di Kantor Dinas Pendidikan Kabupaten Sampang dan sampel yang digunakan adalah sebanyak 50 orang yang terdiri dari pegawai negeri sipil dan non PNS. 
Hipotesis pertama menjelaskan bahwa variabel bebas secara bersama–sama mempunyai hubungan yang signifikan secara simultan antara kepemimpinan (X1) dan kompensasi (X2) terhadap kinerja pegawai (Y), hal ini terbukti dengan nilai Fhitung pada tingkat ? = 5% sebesar 11,645 dengan nilai R2 sebesar 0,311. 
Hipotesis kedua menjelaskan bahwa variabel kompensasi sebagai variabel yang mempunyai pengaruh dominan, hal ini terbukti dengan nilai t hitung 3,072 ini berarti bahwa terdapat pengaruh positif dan signifikan secara parsial antara variabel bebas (X2) terhadap variabel terikat (Y). 
Kesimpulan penelitian ini adalah pengujian hipotesis pertama menunjukkan bahwa berdasarkan pengujian statistik secara simultan, variabel  bebas memiliki pengaruh yang signifikan terhadap variabel terikat. Pengujian hipotesis kedua membuktikan bahwa variabel kompensasi (X2) merupakan variabel yang berpengaruh dominan terhadap kinerja pada pegawai Dinas Pendidikan Kabupaten Sampang. 
Kata kunci : Kepemimpinan, Kompensasi, Kinerja","Abstract
This research use quantitative method which emphasize in hypothesis trial. The Use of variable in this research is leaderships (X1), compensation (X2). This research takes place in education department office Sampang regency and there are 50 people used as samples whose have profession as PNS or non PNS.
The first hypothesis explain that free variable together have signify relation in simultaneously between leadership (x1) and compensation (x2) toward official performance (Y), this matter shows by values F arithmetic in level ? = 5% in grades 11,645 with values R2 in grades 0,311.
The second hypothesis explain that compensation variable as the variable that have dominant effect, this can be seen by values of t arithmetic 3,072 means that there was positive effect and significant in partial between free variable (X2) toward bundled variable (Y).
The conclusion of this research is the first hypothesis trial shows that from statistic trial in simultaneous, the free variable have significant effect toward bundled variable. The second trial hypothesis shows that compensation variable (X2) is variable which give dominant effect toward performance in education department official Sampang regency.
Keyword: leadership, compensation, employment performance","Dra. Hj. S Anugrahini Irawati, MM","Helmi Buyung Aulia,S,ST,SE,.MT",Manajemen
080221100013,DEWI AGUS NORFITRIAH,PENGARUH FAKTOR-FAKTOR TINGKAT KESULITAN DALAM PENGISIAN SPT MASA TERHADAP KEPATUHAN WAJIB PAJAK ORANG PRIBADI DI KABUPATEN PAMEKASAN,"Agus Norfitriah, Dewi. 2012. Pengaruh Faktor-Faktor Tingkat Kesulitan dalam Pengisian SPT Masa terhadap Kepatuhan Wajib Pajak Orang Pribadi di Kabupaten Pamekasan
Pembimbing I: Anis Wulandari, SE., M.SA., Ak, Pembimbing II: Nurul Kompyurini, SE., Ak, MAk

Abstraksi
Sejak penerapan self assessment system, diperlukan kesadaran dan kepatuhan dari Wajib Pajak untuk melaksanakan kewajiban perpajakan sesuai dengan peraturan perpajakan yang berlaku. Dalam kenyataan dan prakteknya, masih banyak Wajib Pajak yang tidak patuh, yang tidak melaksanakan kewajiban perpajakannya secara benar dan tepat waktu. Kepatuhan Wajib Pajak yang dimaksud adalah kepatuhan membayar pajak tepat bayar (patuh material), kepatuhan mengisi dan melaporkan SPT Masa tepat waktu (patuh formal), dan kepatuhan melalui pemeriksaan pajak. Terdapat lima faktor tingkat kesulitan pengisian SPT yang berpengaruh terhadap kepatuhan Wajib Pajak Orang Pribadi dalam hal pengisian SPT masa. Faktor pertama yaitu pengetahuan perpajakan Wajib Pajak. Faktor kedua yaitu kesadaran Wajib Pajak. Faktor ketiga yaitu petunjuk pengisian. Faktor keempat yaitu kompleksitas isian formulir SPT. Faktor kelima yaitu Peraturan Perpajakan.
Penelitian ini bertujuan untuk mengetahui pengaruh baik secara parsial maupun simultan kelima faktor tingkat kesulitan pengisian SPT Masa terhadap kepatuhan Wajib Pajak Orang Pribadi di Kabupaten Pamekasan.
Metode penelitian yang digunakan adalah pendekatan kuantitatif. Populasi dan sampel dalam penelitian ini adalah Wajib Pajak Orang Pribadi se Kabupaten Pamekasan yang mempunyai kewajiban di KPP Pratama Pamekasan pada tahun 2011. Analisis data yang digunakan adalah model analisis regresi linear berganda dengan memanfaatkan software SPSS versi 16.0. Uji asumsi dalam penelitian ini yang harus dilakukan dalam model regresi tersebut meliputi, Uji Normalitas, Uji Multikolinieritas, dan Uji Heteroskedastisitas. Serta, Uji hipotesis dalam penelitian ini menggunakan uji-t dan uji-f, dan Uji Koefisien Determinasi (R2).
Hasil penelitian menunjukkan bahwa untuk uji secara parsial tingkat kesadaran Wajib Pajak, kompleksitas isian formulir SPT Masa, Peraturan Perpajakan memiliki pengaruh yang tidak signifikan terhadap kepatuhan Wajib Pajak Orang Pribadi di Kabupaten Pamekasan, sedangkan pengetahuan perpajakan serta petunjuk pengisian SPT Masa dapat dikatakan bahwa ada pengaruh terhadap kepatuhan Wajib Pajak Orang Pribadi di Kabupaten Pamekasan. Serta pengetahuan perpajakan, tingkat kesadaran Wajib Pajak, petunjuk pengisian SPT Masa, kompleksitas isian formulir SPT Masa, Peraturan Perpajakan secara bersama-sama/simultan memiliki pengaruh secara signifikan terhadap kepatuhan Wajib Pajak. 

Kata kunci: Faktor-Faktor Tingkat Kesulitan Pengisian SPT Masa, dan Kepatuhan Wajib Pajak Orang Pribadi.","Agus Norfitriah, Dewi. 2012. Influence of Factors in Filling The Difficulty Level of Compliance SPT The Individual Taxpayer in Pamekasan

Pembimbing I: Anis Wulandari, SE., M.SA., Ak, Pembimbing II: Nurul Kompyurini, SE., Ak, MAk

Abstract

Since the implementation of self assessment system, it takes awareness and compliance of the taxpayer for the tax obligations in accordance with applicable tax laws. In reality and practice, there are many taxpayers who do not obey, who did not carry out tax obligations correctly and on time. Compliance of taxpayers who pay the tax in question is proper compliance with pay (adherent material), and report compliance to fill tax return on time period (formal obedience), and compliance with tax examination. There are five levels of difficulty filling SPT factors that influence individual taxpayer compliance in terms of charging the tax return. The first factor is the knowledge of taxation of taxpayers. The second factor is awareness of the taxpayer. The third factor is the charging instructions. The fourth factor is the complexity of the tax return form fields. The fifth factor is the taxation laws.

This study aims to determine the effect of either partially or simultaneously all five levels of difficulty filling factor SPT period of individual taxpayer compliance in Pamekasan.

The method used is a quantitative approach. Populations and samples in this study are as individual taxpayer who has an obligation Pamekasan in Pamekasan Primary KPP in 2011. Analysis of the data used is a model of multiple linear regression analysis using SPSS software version 16.0. Test the assumptions in this study should be done in the regression model included, Normality Test, Test Multicollinearity and heteroscedasticity test. As well, test the hypothesis in this study using a t-test and f-test, and test coefficient of determination (R2).
The results showed that partial test of knowledge of taxation and user charging tax return period can be said that there was an influence on the individual taxpayer compliance in Pamekasan. To partially test the level of awareness of taxpayers, tax return complexity of form filling period, there was no effect of the taxation laws of individual taxpayer compliance in Pamekasan. And to knowledge of taxation, the level of awareness of taxpayers, instruction of fill in charging period, the complexity of the tax return form filling period, and tax laws in effect as together/simulate significantly (significant) of taxpayer compliance. 
Keywords: Factors SPT Difficulty Filling Period, and the individual taxpayer compliance.","ANIS WULANDARI, SE., M.SA., Ak","NURUL KOMPYURINI, SE., Ak., MAk",Akuntansi
080221100062,Nida Qolbi,PENTINGNYA KOMPETENSI PEJABAT PENGADAAN BARANG/JASA PEMERINTAH KOTA KABUPATEN BANGKALAN DALAM MELAKSANAKAN PROSEDUR PENGADAAN BARANG/JASA BERDASARKAN PERPRES 54 TAHUN 2010,"Abstrak : Pentingnya Kompetensi Pejabat Pengadaan Barang/Jasa Pemerintah Kota Kabupaten Bangkalan Dalam Melaksanakan Prosedur Pengadaan Barang/Jasa Menurut Perpres 54 Tahun 2010. Tujuan dari penelitian ini adalah Untuk mengetahui pengimplementasian perpres 54 tahun 2010 dan kesesuaian kompetensi pejabat pengadaan barang/jasa menurut perpres 54 tahun 2010. Informan dalam penelitian ini adalah Pejabat pengadaan barang/jasa di Kabupaten Bangkalan. Data dikumpulkan dari wawancara langsung dengan para informan dan dianalisa dengan fenomenologi. Hasil dari penelitian ini menunjukkan bahwa pejabat pengadaan di Pemerintahan Kabupaten Bangkalan sudah mengimplementasikan Perpres 54 tahun 2010, namun belum secara keseluruhan. dikarenakan keterbatasan dana, kelengkapan administrasi yang masih kurang, dan belum tersedianya kantor khusus pengadaan barang/jasa. Berkaitan dengan kompetensi yang dimiliki oleh pejabat pengadaan menunjukkan bahwa kompetensi yang dimiliki Pejabat Pengadaan/ULP di Kabupaten Bangkalan masih tergolong rendah. Hal ini dibuktikan dari hasil realisasi pengadaan barang dan jasa pemerintah Kabupaten Bangkalan baik fisik maupun non fisik.

Kata Kunci: Pengadaan barang/jasa, Perpres 54, pejabat pengadaan ,Implementasi dan Kompetensi","ABSTRAK
Qolbi, Nida 2012 “ The Importance Competency Procurement Official in Bangkalan regency to Implementation Procurement Procedures by The Presidential Regulation No. 54 of 2010”. The purpose of this research just to know implementation Presidential regulation No 54 of 2010 and conformability competency procurement’s officer with Presidential regultion No. 54 of 2010. Informans in this research is a procurement’s officer in Bangkalan regency. Data collected from direct interviews with informants and analyzed with phenomenology. The results from this study have indicated that procurement’s officials in Bangkalan regency has already implemented presidential regulation No. 54 of 2010, but not as a whole. Because funding of limited, less of necessary administration and unavailability of a special office to the procurement in Bangkalan regency. The related about competency has to be procurement’s official indication that the competency has to be procurement’s official in Bangkalan’s regency relatively of low. This is evidenced from the realization of procurement Bangkalan regency both physical and non physical.
Keywords: Procurement, Presidential Regulation No 54 of 2010, The Procurement Official, Implementation and Competence"," Mohammad Djasuli,SE., M.Si., QIA","Gita Arasy Harwida,SE.,Ak.,M.Tax,QIA ",Akuntansi
080221100118,MOH. MUKROM,PERSEPSI MAHASISWA TENTANG MODEL PEMBELAJARAN BERBASIS ASISTENSI PADA MATA KULIAH AKUNTANSI PENGANTAR AKUNTANSI I DAN II DI PROGRAM STUDI AKUNTANSI UNIVERSITAS TRUNOJOYO MADURA,"ABSTRAK

Keberadaan beasiswa di Fakultas Ekonomi yang jumlahnya lumayan besar dan kuantitasnya cukup banyak, memungkinkan mahasiswa mengakses beasiswa tersebut dari bermacam jenis beasiswa. Sejak tahun 2010 beasiswa asistensi akuntansi pengantar diterpakan oleh Fakultas Ekonomi. Penerapan asistensi diharapkan dapat membantu mahasiswa akuntansi khususnya mata kuliah akuntansi pengantar 1 dan 2. Disisi lain penerapan asistensi merupakan program beassiswa yang sampai saat ini belum ada penilaian dari pelaksanaannya tersebut.
Jenis penelitian yang digunakan dalam penelitian ini adalah jenis deskriptif dengan menggunakan pendekatan kualitatif. Dengan metode ini peneliti berupaya memberikan gambaran secara terperinci terkait penerapan persepsi mahasiswa terhadap penerapan asistensi akuntansi pengantar. Persepsi tersebut akan memberikan penjelasan dari 3 komponen yaitu; kompetensi pedagogi, kompetensi professional, dan kompetensi sosial.
Dari hasil analisis data yang diperoleh dari hasil wawancara yang dilakukan dengan beberapa informan dapat ditarik beberapa kesimpulan terkait dengan pelaksanaan asistensi akuntansi pengantar. Keterampilan asdos dalam penyampaian materi serta kemapuan menghidupkan suasana kelas masih kurang, jadwal serta ruang kelas untuk pelaksanaan perkuliahan asdos kurang diperhatikan oleh Fakultas sehingga terkadang mahasiswa kebingungan mencari ruangan, kedisiplinan masih belum terlaksana sebagaimana mestinya. Pergaulan antara mahasiswa dengan asdos sejauh ini bisa terjalin dengan sejahtera. Namun terkadang asdos masih kurang dalam penguasaan diri. 

Kata kunci: Persepsi Mahasiswa, Asistensi, Akuntansi Pengantar","ABSTRACT

Existence scholarship at the economics faculty numbering have big and kuantitasnya quite a lot, allow students access students are of various kinds of scholarship. Since 2010 scholarship assistance accounting introductory diterpakan by the faculty economy. The application of assistance expected to help student accounting especially college course accounting introductory 1 and 2. On the other side the application of assistance is an beassiswa who until now there is no judgment of its implementation.
The kind of research used in research this is kind of descriptive by using qualitative approach. With this method researcher always gives a picture in detail in implementing perception student against the implementation of accounting assistance introductory. Perception will provide explanation of 3 components namely; competence pedagogics, professional competence, and competence social.
From the analysis of data obtained from the interview conducted with some informer several conclusions can be drawn associated with the accounting introductory assistance. Skill in submission and material asdos kemapuan animate atmosphere class still not enough schedule and classrooms perkuliahan asdos less reck for execution by the faculty and students find room, sometimes confusion discipline is not as it should be done. Intercommunication between students with asdos so far could interwoven with peace. But sometimes asdos still lacking in self-command.

Keywords: students, perception assistance, accounting introductory","RITA YULIANA, SE., MSA., Ak","JUNAIDI, SE., MSi., Ak",Akuntansi
080221100009,Rr. ALVIN SHARAS,ANALISIS PERLAKUAN AKUNTANSI TABUNGAN DENGAN SISTEM WADIAH PADA BANK JATIM SYARIAH SAMPANG,"ABSTRAK

Wadiah telah berkembang dalam dunia perbankan syariah Indonesia saat ini. Bank syariah mengaplikasikannya dalam bentuk tabungan sesuai dengan undang-undang perbankan syariah. Hal ini dapat dilihat dari adanya standar akuntansi untuk wadiah. Penelitian ini bertujuan untuk mengetahui praktik pengelolaan wadiah di bank syariah dan perlakuan akuntansi untuk wadiah. Metode penelitian yang digunakan dalam penelitian ini adalah studi kasus. Peneliti menjadikan Bank Jatim Syariah Sampang sebagai tempat penelitian dikarenakan di tepat tersebut mempunyai produk tabungan wadiah yang semakin berkembang. Peneliti mendapatkan data langsung dari informan kunci melalui wawancara, dimana data tersebut direkam dan dibantu alat tulis lainnya.
Hasil dari penelitian ini adalah pengelolaan tabungan wadiah di Bank Jatim Syariah Sampang sudah sesuai dengan standar akuntansi untuk wadiah. Wadiah di Bank Jatim Syariah Sampang dikelola dalam bentuk tabungan dan giro yang bersifat adh-dhamanah. Namun dana wadiah di Bank Jatim Syariah Sampang dicampur dengan penghimpunan dana lainnya. Sedangkan untuk perlakuan akuntansi wadiah sudah mengikuti standar yang digunakan.

Kata kunci: wadiah, tabungan wadiah, dan perlakuan akuntansi.","ABSTRACT

Wadiah has grown in world syariah bank indonesia today. Syariah banking application in the savings according to the syariah banking. It can be seen from any accounting standard to wadiah. Research aims to know management practices wadiah in bank syariah and treatment of accounting for wadiah. Research method used in this research is case study. Researchers make bank jatim syariah sampang as a research on exactly because the have a product savings wadiah which keeps growing. Researchers have data directly from informer key through interview where the data recorded and aided stationery other. 
The result of this research is management wadiah savings in the bank jatim syariah sampang is according to standard accounting for wadiah. Wadiah in bank jatim syariah sampang administered in the form of savings and clearing accounts that is both adh-dhamanah. But fund wadiah In bank jatim syariah sampang penghimpunan mixed with other funds. While for accounting treatment wadiah has followed standard used.

Keywords: wadiah, savings wadiah, and treatment of accounting.","Prof. Dr. H. M. Nizarul Alim, SE., M.Si., Ak","Rita Yuliana, SE,M.S.A., Ak",Akuntansi
080221100007,KARTIKA RUSNINDITA,ANALISIS FUNGSI LAKIP SEBAGAI PENGUKURAN KINERJA INSTANSI PEMERINTAH (STUDI KASUS PADA DINAS KOPERASI UMKM KAB.BANGKALAN),"ABSTRAK

Penelitian ini bertujuan untuk mengetahui sejauhmana LAKIP berfungsi sebagai pengukuran kinerja instansi pemerintah, berdasarkan ketentuan yang berlaku (PP 8/2006), dengan studi kasus Dinas Koperasi UMKM Kabupaten Bangkalan.
Metodologi penelitian yang digunakan adalah kualitatif deskriptif dengan pendekatan studi kasus. Pengumpulan data yang diperoleh melalui informan yang terkait, media cetak, dokumen, perundangan yang berlaku. Analisa data dilakukan melalui tiga tahapan, yaitu reduksi data, penyajian data dan penarikan simpulan.
Hasil penelitian menunjukkan bahwa LAKIP telah dibuat setiap berakhirnya tahun anggaran, namun masih belum sepenuhnya berdasarkan pada ketentuan yang berlaku (PP 8/2006). Hal ini dapat diketahui dari bentuk LAKIP, misalnya: (1). sistematika penulisan (format); (2). waktu penyampaian LAKIP terlambat. Sedangkan unsur isi LAKIP, misalnya: (1). pengalokasian anggaran dari suatu program/kegiatan untuk kepentingan publik masih rendah; (2). perencana pengalokasian anggaran kurang cermat mengantisipasi perkembangan  dari potensi, peluang dan kendala yang ada atau yang mungkin timbul.


Kata Kunci: PP 8/2006, LAKIP Dinas Koperasi UMKM Bangkalan.","ABSTRACT

This study is aimed to know how far the LAKIP functioned as a measurement toward the government institution performance, according to the provision in PP 8/2006, with the case study Cooperative-Service (Dinas Koperasi) UMKM Bangkalan.
Research method used is descriptive – qualitative with case study approach, while data collection was done through related informants, printed-media, documents, and available legislation. The data gained, then were analyzed within three steps, which are: data reduction, presentation, and conclusion. 
The result of the study shows that “LAKIP” was made in each end of the fiscal year, but it is still not completely in line with the legislation in PP 8/2006. This matter could be known from the form of LAKIP, such as: (1). Systematics of writing (form); (2). Delay of LAKIP presented. The element of LAKIP, for example: (1). Budget allocation from a certain program/activity for publik interest is still low; (2). Planning in allocating the budget is still not thorough in anticipating the potensial development, opportunity, and also obstacles that might appear. 


Key Words: PP 8/2006, LAKIP Dinas Koperasi UMKM Bangkalan.","JUNAIDI SE,M.Si.,Ak","NURHAYATI SE,MSA.,Ak",Akuntansi
080421100055,M Mundir Muhlisin,USULAN PERBAIKAN UTILITAS RESOURCES PADA LANTAI PRODUKSI PT INDOSPRING TBK DENGAN PENDEKATAN SIMULASI,"Simulasi adalah duplikasi atau abstraksi dari persoalan dalam kehidupan nyata ke dalam model matematika. Berdasarkan hasil survey pendahuluan di lantai produksi PT Indospring tbk masih sering terjadi proses produksi yang belum optimal, salah satunya terlihat dari masih adanya jumlah antrian yang cukup tinggi, dan juga target output produksi yang sering belum tercapai. Dengan pendekatan simulasi diharapkan dapat memberikan gambaran permasalahan yang ada pada lantai produksi PT Indospring tbk guna meningkatkan efektifitas dan efisiensi lini produksi dengan cara memperbaiki utilitas pada resources yang ada pada lantai produksi PT Indospring tbk. Berdasarkan hasil pengolahan data didapatkan jumlah antrian tertinggi pada stasiun proses shearing sebesar 610 entity dengan nilai utillitas pada mesin sebesar 88% dan utilitas tenaga kerja sebesar 44%. Setelah usulan perbaikan dilakukan dengan cara menambahkan 1 unit mesin shearing akan berdampak penurunan antrian pada proses shearing dan juga perubahan nilai utilitas pada mesin menjadi 46% dan utilitas tenaga kerja menjadi 46%.","Simulation is a duplication or abstraction of real-life problems into mathematical models. Based on the results of a preliminary survey on the production floor PT Indospring tbk is often not optimal production processes, one of which is visible from the persistence of a relatively high number of queues, as well as production output targets are not achieved. With the simulation approach is expected to provide an overview of existing problems on the production floor PT Indospring tbk to improve the effectiveness and efficiency of production lines by improving the existing utilities in the resources on the production floor PT Indospring tbk. Based on the results of data processing obtained the highest number of queues at the shearing station at 610 entity with the value utility on the engine by 88% and utility workforce by 44%. After the proposed improvements are made by adding 1 unit shearing machine will have an impact on the decline in the queue and the shearing process also changes the value of the utility on the machine to 46% and utility workforce to 46%",Mu'alim ST MT,Sugeng Purwoko ST MT,Teknik Industri
080421100005,Siliwangi Fitra Rachmawanto S.T.,OPTIMASI PEMILIHAN PORTOFOLIO SAHAM PERUSAHAAN SEKTOR TAMBANG DENGAN MENGGUNAKAN GOAL PROGRAMMING,"Portofolio adalah sekumpulan saham yang dimiliki investor. Dalam setiap saham pada portofolio memiliki resiko yang harus diminimalkan dengan cara diversifikasi yaitu dengan mengalokasikan dana pada berbagai alternatif investasi pada kombinasi saham pada portofolio. Pada skripsi ini, saham yang digunakan berupa saham dari perusahan sektor tambang yang terdapat 4 subsektor didalamnya yaitu subsektor Batubara, subsektor batu-batuan, subsektor logam dan mineral lainnya, dan subsektor minyak dan gas bumi. Dari setiap subsektor tersebut terbentuk beberapa portofolio yang kemudian dilakukan optimasi dalam pemilihannya. Pada skripsi ini menggunakan goal programming untuk meminimalkan penyimpangan antara fungsi objektif dengan nilai ideal fungsi objektif yang menghasilkan proporsi dana yang harus diinvestasikan pada masing-masing saham. Hasil yang diperoleh dari goal programming pada setiap subsektor yaitu : subsektor batubara terdapat 4 portofolio efisien, subsektor batu-batuan terdapat 2 portofolio efisien, subsektor logam dan mineral lainnya terdapat 3 portofolio efisien dan subsektor minyak dan gas bumi terdapat 4 portofolio efisien serta proporsi dana yang harus diinvestasikan pada portofolio-portofolio pada setiap subsektor tersebut. Kata Kunci : Goal programming, Portofolio, Expected return, Resiko, Proporsi dana.","Portofolio is a collection of stock owned by investors. In every stock on the portofolio have risk must be minimized by diversification to allocate funds on a variety of investments alternative at a combination of stocks in the portofolios. In this thesis, the stocks used in form of shares of mining companies contained therein 4 subsector there are subsector of coal, subsector of rocks, subsector of metals and other minerals, and subsector of oil and gas. Of each subsectors are formed of several portofolio is then carried out in the election. In this thesis used goal programming to minimize the deviation between the ideal value of the objective function with the objectif function that generates the proportion of funds should be invested in each stoks. The results obtained from the Goal Programming in each subsector, there are for subsector of coal have 4 efficient of portofolios, subsector of rocks have 2 efficient of portofolios, subsector of metals and and other minerals have 3 efficient of portofolios, and than subsector of oil and gas have 4 efficient of portofolios with the proportion of funds must be invested in portofolios for the each of subsectors. Keywords : Goal Programming, Portofolio, Stock, Expected Return, Risk, Proportion of Funds.","Heri Awalul Ilhamsah S.T., M.T.","Retno Indriartiningtias S.T., M.T.",Teknik Industri
080421100087,AHMAD MAS'UD,PERANCANGAN TATA LETAK FASILITAS LANTAI PRODUKSI PT. ABC MENGGUNAKAN MEDOTE SYSTEMATIC LAYOUT PLANNING (SLP) DAN ALGORITMA GENETIK,"PT. ABC merupakan perusahaan yang bergerak dibidang manufaktur kayu yaitu memproduksi meja, kursi dan lain-lain. Terdapat berbagai jenis mesin yang berada dalam lantai produksi PT. ABC untuk menunjang jalannya proses produksi, diantaranya yaitu : planner, ripsaw, sanding, dan mesin lainnya. Saat ini PT. ABC memiliki permasalahan dengan tataletak fasilitas, hal tersebut terlihat pada jarak perpindahan bahan dari stasiun kerja satu menuju stasiun kerja yang lainnya yang terlalu jauh. Tujuan penelitian ini adalah merancang alternatif layout yang bisa meminimalkan total momen perpindahan bahan dengan menggunakan metode SLP (Systematic Layout Planning) dan Algoritma Genetik. Setelah pengumpulan dan pengolahan data didapatkan hasil perhitungan tataletak awal lantai produksi perusahaan memberikan total momen sebesar 207.203 meter perpindahan per bulan. Metode SLP memberikan total momen sebesar 152.506 meter perpindahan per bulan, sedangkan dengan algoritma genetik diperoleh total momen sebesar 197.974 meter perpindahan per bulan.","PT. ABC is a company engaged in the manufacture of wood that produces tables, chairs and others. There are different types of machines that are in production floor of PT. ABC to support the course of the production process, such as: planner, ripsaw, sanding, and other machinery. Currently PT. ABC has a problem with the layout of the facilities, it is visible in the distance of material handling from one work station to the other work station that is too far away. The purpose of this study was to design an alternative layout could minimize the total material handling moment using the SLP (Systematic Layout Planning) and Genetic Algorithm. After the collection and processing of data obtained initial results of the calculation of the company production floor layout gives a total moment 207.203 meters of transfer per month. SLP method gives a total moment 152.506 meters of transfer per month, while those with the genetic algorithm obtained a total moment 197.974 meters of transfer per month.","SABARUDIN AKHMAD, S.T., M.T.","SUGENG PURWOKO, S.T., M.T.",Teknik Industri
080421100046,Muhibbin,"Peningkatan Kepuasan Masyarakat Terhadap Pelayanan Aparatur Kepolisian dengan Menggunakan Integrasi Importance Performance Analysis (IPA) dan Model Kano
(Studi Kasus pada Bagian Pengurusan Surat Izin","Kepuasan adalah tingkat perasaan seseorang terhadap pelayanan setelah membandingkan antara kinerja dengan harapan yang diinginkan. Dalam penelitian ini dilakukan studi kualitas layanan dalam meningkatkan kepuasan masyrakat dengan menggunakan integrasi Importance Performance Analysis (IPA) dan Model Kano. Pendekatan ini bertujuan untuk membantu SATLANTAS kabupaten Sampang pada layanan pembuatan surat izin mengemudi dalam mengevaluasi kepuasan pemohon SIM serta mengidentifikasi atribut-atribut layanan yang fungsional dan disfungsional. Sehingga dengan pengintegrasian tersebut bisa mengetahui layanan yang menjadi prioritas utama untuk ditingkatkan. Hasil yang diperoleh nilai rata-rata untuk kepuasan adalah 3,306, sehingga dinilai cukup oleh pemohon SIM. Sedangkan dari hasil integrasi IPA dan Kano dapat diketahui bahwa atribut yang termasuk dalam kuadran I menjadi prioritas utama untuk ditingkatkan dengan kategori must-be dan one-Dimensional ,yaitu jumlah tempat duduk yang ada diruangan layanan SIM sudah mencukupi kebutuhan, jumlah komputer yang ada diruangan layanan SIM sudah mencukupi, sistem antrian yang ada di ruangan layanan SIM sudah rapi, para petugas layanan SIM dapat memberikan pelayanan yang dijanjikan, biaya yang ada di layanan SIM sesuai dengan ketentuan dan pelayanan dari petugas. Sedangkan kuadran III menjadi prioritas rendah untuk ditingkatkan dengan kategori attractive dan must-be, yaitu sarana informasi yang ada sudah lengkap, pemohon mudah melakukan hubungan dengan petugas layanan SIM dan pemohon dilayani dengan ramah oleh petugas layanan SIM.
Kata kunci : Kepuasan Terhadap Layanan, Integrasi IPA dan Kano","Satisfaction is feeling level of someone to service after comparing between performance on the chance of which wanted. This research is done service quality study in to increase social satisfaction with use Importance Performance Analysis (IPA) integration and Kano Model. This approach has purpose to help SATLANTAS Sampang regency on Fabrication of Driver License (SIM) service on evaluate maker of driver license satisfaction also to identity service attributes of fungtional and disfungtional . So, with that integration writer can know primary priority service is increased. The result of get satisfaction average as 3,306, so this is good appreciated by driver license’s maker. Meanwhile from IPA integration Kano Model result can is known that attributes in quadrant I are primer priority to will be increased with must-be and one-dimensional category, such as total of chair on driver license service room has enough, total of computer on driver license service room has enough, queue system on driver license service room has prim, employee of driver license can give better service, appropriate cost on driver license room and employee service. While quadrant II be low priority to will be increased with attractive and must-be category, such as information tool has completed, appelant is easier to connect with driver license employee and appelant get friendly service by driver license employee.
Keywords: Satisfaction of Service Quality, IPA Integration and Kano Model.",Rahmad Hidayat,Retno Indriartiningtias,Teknik Industri
